,n_dead_units,n_dead_units,zero_vector_%,zero_vector_%,HS_zero_vector_%,HS_zero_vector_%,NHS_zero_vector_%,NHS_zero_vector_%,n_HS_elevated_units,n_HS_elevated_units,max_HS_AUC,max_HS_AUC,balanced_accuracy,balanced_accuracy,HS_recall,HS_recall,f1_score,f1_score
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
condition_family,,,,,,,,,,,,,,,,,,
balanced_sampling,2.6666666666666665,1.5275252316519468,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,1.5275252316519468,0.9858333333333333,0.0005686240703077474,0.9737125828856467,0.0005699353802747982,0.951219512195122,0.0,0.5157496012759171,0.07389772989712215
baseline_noweight,7.0,1.4142135623730951,0.4053,0.047517575695736024,86.58539999999999,12.072575496554158,0.22249999999999998,0.02192031021678296,0.0,0.0,0.5,0.0,0.9378731510448546,0.05157488144204718,0.878048780487805,0.10347904114925091,0.5917992656058751,0.018175327301000566
