benchmark,n_layers,total_params,weight_mean,weight_std,weight_min,weight_max,frac_zero_weights,n_nan,n_inf,final_kernel_mean,final_kernel_std,final_kernel_min,final_kernel_max,final_bias,layer_names
iccad1,21,128321,0.0011436286149546504,0.046022169291973114,-0.4829540550708771,1.339347004890442,0.0,0,0,0.19323833286762238,0.2620653808116913,-0.4097239077091217,0.555735170841217,-0.003470705822110176,input_layout|conv_early_1|conv_early_2|bn_early|act_early|pool_early|conv_mid_1|conv_mid_2|bn_mid|act_mid|pool_mid|pool_final_pre|conv_final_1|conv_final_2|bn_final|act_final|pool_classifier|flatten|dropout|dense_penultimate|dense_output
iccad2,21,128321,0.0007661549607291818,0.09377332776784897,-2.6407411098480225,7.862426280975342,0.0,0,0,-0.003405943512916565,0.2776249349117279,-0.40756016969680786,0.5846127867698669,0.017019465565681458,input_layout|conv_early_1|conv_early_2|bn_early|act_early|pool_early|conv_mid_1|conv_mid_2|bn_mid|act_mid|pool_mid|pool_final_pre|conv_final_1|conv_final_2|bn_final|act_final|pool_classifier|flatten|dropout|dense_penultimate|dense_output
iccad3,21,128321,0.0017706385115161538,0.13704906404018402,-5.888246536254883,12.2881441116333,0.0,0,0,-0.11745757609605789,0.25800085067749023,-0.5850660800933838,0.3397831320762634,0.020484529435634613,input_layout|conv_early_1|conv_early_2|bn_early|act_early|pool_early|conv_mid_1|conv_mid_2|bn_mid|act_mid|pool_mid|pool_final_pre|conv_final_1|conv_final_2|bn_final|act_final|pool_classifier|flatten|dropout|dense_penultimate|dense_output
iccad4,21,128321,0.0006659904029220343,0.10726933181285858,-4.194114685058594,9.848299980163574,0.0,0,0,0.016581028699874878,0.39299044013023376,-0.48519378900527954,0.5444397330284119,0.018597783520817757,input_layout|conv_early_1|conv_early_2|bn_early|act_early|pool_early|conv_mid_1|conv_mid_2|bn_mid|act_mid|pool_mid|pool_final_pre|conv_final_1|conv_final_2|bn_final|act_final|pool_classifier|flatten|dropout|dense_penultimate|dense_output
iccad5,21,128321,0.0014480751706287265,0.08129946142435074,-2.334615707397461,7.375645160675049,0.0,0,0,-0.05254463851451874,0.3414387106895447,-0.5688998103141785,0.43008676171302795,-0.3329665958881378,input_layout|conv_early_1|conv_early_2|bn_early|act_early|pool_early|conv_mid_1|conv_mid_2|bn_mid|act_mid|pool_mid|pool_final_pre|conv_final_1|conv_final_2|bn_final|act_final|pool_classifier|flatten|dropout|dense_penultimate|dense_output
